# date,"from","nil",ct,mm_ea,gold,"item/subject",link
2018-08-10T11:10:26,"@ScabbiaDelirium","",13,94.9543973941,1234,"Rogue's Soot",|H0:item:71538:30:0:0:0:0:0:0:0:0:0:0:0:0:0:47:0:0:0:0:0|h|h
2018-08-10T11:10:16,"@ScabbiaDelirium","",6,104.1860465116,625,"Goldscale",|H0:item:64687:30:0:0:0:0:0:0:0:0:0:0:0:0:0:33:0:0:0:0:0|h|h
2018-08-10T11:10:16,"@ScabbiaDelirium","",39,30.0986547085,1174,"Laurel",|H0:item:64713:6:0:0:0:0:0:0:0:0:0:0:0:0:0:26:0:0:0:0:0|h|h
2018-08-10T11:10:16,"@ScabbiaDelirium","",28,129.1904761905,3617,"Lion Fang",|H0:item:71742:30:0:0:0:0:0:0:0:0:0:0:0:0:0:23:0:0:0:0:0|h|h
2018-08-10T11:10:16,"@ScabbiaDelirium","",183,153.3238095238,28058,"Lustrous Sphalerite",|H0:item:121520:30:0:0:0:0:0:0:0:0:0:0:0:0:0:50:0:0:0:0:0|h|h
2018-08-10T11:10:16,"@ScabbiaDelirium","",3,196.1254612546,588,"Malachite",|H0:item:64689:6:0:0:0:0:0:0:0:0:0:0:0:0:0:28:0:0:0:0:0|h|h
2018-08-10T11:10:16,"@ScabbiaDelirium","",2,941.2903225806,1883,"Night Pumice",|H0:item:82004:30:0:0:0:0:0:0:0:0:0:0:0:0:0:40:0:0:0:0:0|h|h
2018-08-10T11:10:10,"@ScabbiaDelirium","",4,131.325203252,525,"Desecrated Grave Soil",|H0:item:134798:30:0:0:0:0:0:0:0:0:0:0:0:0:0:55:0:0:0:0:0|h|h
2018-08-10T11:10:10,"@ScabbiaDelirium","",100,114.3611111111,11436,"Dragon Scute",|H0:item:71740:30:0:0:0:0:0:0:0:0:0:0:0:0:0:24:0:0:0:0:0|h|h
2018-08-10T11:10:10,"@ScabbiaDelirium","",9,nil,,"Dried Blood",|H0:item:76911:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-08-10T11:10:10,"@ScabbiaDelirium","",4,297.8186813187,1191,"Dwemer Frame",|H0:item:57587:30:0:0:0:0:0:0:0:0:0:0:0:0:0:14:0:0:0:0:0|h|h
2018-08-10T11:10:10,"@ScabbiaDelirium","",27,130.3209302326,3519,"Eagle Feather",|H0:item:71738:30:0:0:0:0:0:0:0:0:0:0:0:0:0:25:0:0:0:0:0|h|h
2018-08-10T11:10:10,"@ScabbiaDelirium","",17,45,765,"Ferrous Salts",|H0:item:64685:30:0:0:0:0:0:0:0:0:0:0:0:0:0:35:0:0:0:0:0|h|h
2018-08-10T11:10:04,"@ScabbiaDelirium","",43,10.5263157895,453,"Bronze",|H0:item:46149:30:0:0:0:0:0:0:0:0:0:0:0:0:0:17:0:0:0:0:0|h|h
2018-08-10T11:10:04,"@ScabbiaDelirium","",1,33.3333333333,33,"Cassiterite",|H0:item:69555:30:0:0:0:0:0:0:0:0:0:0:0:0:0:22:0:0:0:0:0|h|h
2018-08-10T11:10:04,"@ScabbiaDelirium","",4,84.4285714286,338,"Charcoal of Remorse",|H0:item:59922:30:0:0:0:0:0:0:0:0:0:0:0:0:0:29:0:0:0:0:0|h|h
2018-08-10T11:10:04,"@ScabbiaDelirium","",2,3111.6289784783,6223,"Culanda Lacquer",|H0:item:137953:30:0:0:0:0:0:0:0:0:0:0:0:0:0:72:0:0:0:0:0|h|h
2018-08-10T11:10:04,"@ScabbiaDelirium","",87,14.3727810651,1250,"Daedra Heart",|H0:item:46151:30:0:0:0:0:0:0:0:0:0:0:0:0:0:20:0:0:0:0:0|h|h
2018-08-10T11:10:04,"@ScabbiaDelirium","",3,90,270,"Defiled Whiskers",|H0:item:79672:30:0:0:0:0:0:0:0:0:0:0:0:0:0:45:0:0:0:0:0|h|h
2018-08-10T11:09:55,"@ScabbiaDelirium","",36,nil,,"Ancient Sandstone",|H0:item:71736:30:0:0:0:0:0:0:0:0:0:0:0:0:0:44:0:0:0:0:0|h|h
2018-08-10T11:09:55,"@ScabbiaDelirium","",4,44.99,180,"Ancient Scale",|H0:item:64688:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-08-10T11:09:55,"@ScabbiaDelirium","",44,9.4275092937,415,"Argentum",|H0:item:46150:30:0:0:0:0:0:0:0:0:0:0:0:0:0:19:0:0:0:0:0|h|h
2018-08-10T11:09:55,"@ScabbiaDelirium","",2,nil,,"Auric Tusk",|H0:item:71582:30:0:0:0:0:0:0:0:0:0:0:0:0:0:21:0:0:0:0:0|h|h
2018-08-10T11:09:55,"@ScabbiaDelirium","",22,10.5,231,"Azure Plasm",|H0:item:71766:30:0:0:0:0:0:0:0:0:0:0:0:0:0:30:0:0:0:0:0|h|h
2018-08-10T11:09:55,"@ScabbiaDelirium","",3,115,345,"Bloodroot Flux",|H0:item:132620:30:0:0:0:0:0:0:0:0:0:0:0:0:0:61:0:0:0:0:0|h|h
2018-07-08T05:39:41,"@PsychoDellix","donations to stay in guild",1,nil,,"Blueprint: Redguard Bench, Slatted",|H0:item:119139:3:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-08T05:39:41,"@PsychoDellix","donations to stay in guild",2,nil,,"Blueprint: Redguard Bin, Roped",|H0:item:119128:3:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-08T05:39:41,"@PsychoDellix","donations to stay in guild",1,nil,,"Design: Potato, Wax",|H0:item:119402:3:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-08T05:39:41,"@PsychoDellix","donations to stay in guild",1,nil,,"Sealed Jewelry Crafter Writ",|H0:item:138798:6:1:0:0:0:24:255:4:177:33:0:0:0:0:0:0:0:0:0:241875|h|h
2018-07-08T05:39:41,"@PsychoDellix","donations to stay in guild",1,nil,,"Sealed Jewelry Crafter Writ",|H0:item:138798:6:1:0:0:0:18:255:4:219:31:0:0:0:0:0:0:0:0:0:96000|h|h
2018-07-08T05:39:41,"@PsychoDellix","donations to stay in guild",1,nil,,"Sealed Jewelry Crafter Writ",|H0:item:138799:6:1:0:0:0:24:255:5:38:29:0:0:0:0:0:0:0:0:0:936000|h|h
2018-07-14T15:55:03,"@JazzyNapkin","ETC Auction Donation - Part 3",1,nil,,"Bal Foyen Treasure Map I",|H0:item:43701:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:55:03,"@JazzyNapkin","ETC Auction Donation - Part 3",1,nil,,"Craglorn Treasure Map V",|H0:item:43725:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:55:03,"@JazzyNapkin","ETC Auction Donation - Part 3",1,nil,,"Gold Coast Treasure Map I",|H0:item:43735:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:55:03,"@JazzyNapkin","ETC Auction Donation - Part 3",1,nil,,"Vvardenfell Treasure Map V",|H0:item:43741:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:55:03,"@JazzyNapkin","ETC Auction Donation - Part 3",100,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:54:53,"@Bowsgt","Writs and Skulls for Auction",1,nil,,"Sealed Blacksmithing Writ",|H0:item:121529:6:1:0:0:0:52:188:5:75:15:24:0:0:0:0:0:0:0:0:852150|h|h
2018-07-14T15:54:53,"@Bowsgt","Writs and Skulls for Auction",1,nil,,"Sealed Clothier Writ",|H0:item:119695:6:1:0:0:0:40:190:4:82:25:8:0:0:0:0:0:0:0:0:153750|h|h
2018-07-14T15:54:53,"@Bowsgt","Writs and Skulls for Auction",20,nil,,"Skull, Human",|H0:item:118890:6:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:54:13,"@JazzyNapkin","ETC Auction Donations - Part 2",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:54:13,"@JazzyNapkin","ETC Auction Donations - Part 2",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:54:13,"@JazzyNapkin","ETC Auction Donations - Part 2",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:54:13,"@JazzyNapkin","ETC Auction Donations - Part 2",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:54:13,"@JazzyNapkin","ETC Auction Donations - Part 2",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:54:13,"@JazzyNapkin","ETC Auction Donations - Part 2",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:53:42,"@JazzyNapkin","ETC Auction Donations - Part 1",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:53:42,"@JazzyNapkin","ETC Auction Donations - Part 1",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:53:42,"@JazzyNapkin","ETC Auction Donations - Part 1",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:53:42,"@JazzyNapkin","ETC Auction Donations - Part 1",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:53:42,"@JazzyNapkin","ETC Auction Donations - Part 1",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:53:42,"@JazzyNapkin","ETC Auction Donations - Part 1",200,nil,,"Alkahest",|H0:item:75365:308:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:49:15,"@Bowsgt","Rubedite Ore for Auction",200,nil,,"Rubedite Ore",|H0:item:71198:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:49:15,"@Bowsgt","Rubedite Ore for Auction",200,nil,,"Rubedite Ore",|H0:item:71198:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:49:15,"@Bowsgt","Rubedite Ore for Auction",200,nil,,"Rubedite Ore",|H0:item:71198:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:49:15,"@Bowsgt","Rubedite Ore for Auction",200,nil,,"Rubedite Ore",|H0:item:71198:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:49:15,"@Bowsgt","Rubedite Ore for Auction",200,nil,,"Rubedite Ore",|H0:item:71198:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:40,"@Bowsgt","Ruby Ash for Auction",200,nil,,"Rough Ruby Ash",|H0:item:71199:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:40,"@Bowsgt","Ruby Ash for Auction",200,nil,,"Rough Ruby Ash",|H0:item:71199:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:40,"@Bowsgt","Ruby Ash for Auction",200,nil,,"Rough Ruby Ash",|H0:item:71199:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:40,"@Bowsgt","Ruby Ash for Auction",200,nil,,"Rough Ruby Ash",|H0:item:71199:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:40,"@Bowsgt","Ruby Ash for Auction",200,nil,,"Rough Ruby Ash",|H0:item:71199:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:16,"@Bowsgt","Ancestor Silk for Auction",200,nil,,"Raw Ancestor Silk",|H0:item:71200:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:16,"@Bowsgt","Ancestor Silk for Auction",200,nil,,"Raw Ancestor Silk",|H0:item:71200:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:16,"@Bowsgt","Ancestor Silk for Auction",200,nil,,"Raw Ancestor Silk",|H0:item:71200:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:16,"@Bowsgt","Ancestor Silk for Auction",200,nil,,"Raw Ancestor Silk",|H0:item:71200:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:48:16,"@Bowsgt","Ancestor Silk for Auction",200,nil,,"Raw Ancestor Silk",|H0:item:71200:30:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T15:34:25,"@Voodoo35","",1,nil,,"Sealed Blacksmithing Writ",|H0:item:119680:6:1:0:0:0:44:188:4:161:13:29:0:0:0:0:0:0:0:0:66000|h|h
2018-07-14T15:34:25,"@Voodoo35","",1,nil,,"Sealed Jewelry Crafter Writ",|H0:item:138799:6:1:0:0:0:18:255:5:207:30:0:0:0:0:0:0:0:0:0:1075200|h|h
2018-07-14T15:34:25,"@Voodoo35","",1,nil,,"Sealed Provisioning Writ",|H0:item:119693:6:1:0:0:0:68274:0:0:0:0:0:0:0:0:0:0:0:0:0:20000|h|h
2018-07-14T14:55:48,"@Sophocles718","Auction Donation",1,nil,,"Blueprint: Alinor Armchair, Backless Polished",|H0:item:139551:4:26:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T14:55:48,"@Sophocles718","Auction Donation",1,nil,,"Blueprint: Alinor Counter, Polished Corner",|H0:item:139559:4:35:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T14:55:48,"@Sophocles718","Auction Donation",1,nil,,"Blueprint: Alinor Table, Noble Intimate",|H0:item:139593:4:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T14:55:48,"@Sophocles718","Auction Donation",1,nil,,"Blueprint: Alinor Table, Noble Intimate",|H0:item:139593:4:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T14:55:48,"@Sophocles718","Auction Donation",1,nil,,"Blueprint: Alinor Trunk, Peaked",|H0:item:139563:4:12:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T14:55:48,"@Sophocles718","Auction Donation",1,nil,,"Diagram: Alinor Bread Basket, Wrought Iron",|H0:item:139620:4:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T14:11:25,"@Obsidian3","donation",6,nil,,"Dreugh Wax",|H0:item:54177:34:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T14:11:25,"@Obsidian3","donation",3,nil,,"Rosin",|H0:item:54181:34:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T14:11:25,"@Obsidian3","donation",4,nil,,"Perfect Roe",|H0:item:64222:29:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-14T14:11:25,"@Obsidian3","donation",200,nil,,"Grand Repair Kit",|H0:item:44879:121:1:0:0:0:0:0:0:0:0:0:0:0:0:36:0:0:0:0:0|h|h
2018-07-14T14:11:25,"@Obsidian3","donation",200,nil,,"Grand Repair Kit",|H0:item:44879:121:1:0:0:0:0:0:0:0:0:0:0:0:0:36:0:0:0:0:0|h|h
2018-07-14T14:11:25,"@Obsidian3","donation",200,nil,,"Grand Repair Kit",|H0:item:44879:121:1:0:0:0:0:0:0:0:0:0:0:0:0:36:0:0:0:0:0|h|h
2018-07-08T10:47:35,"@Merrien","Auction Donation for next Sat.",1,nil,,"Pattern: Alinor Carpet, Intricate",|H0:item:139642:3:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:55:05,"@CalystaNix","Moops donation 3 of 3",1,nil,,"Reaper's March Treasure Map II",|H0:item:43650:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:55:05,"@CalystaNix","Moops donation 3 of 3",1,nil,,"Reaper's March Treasure Map V",|H0:item:43653:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:55:05,"@CalystaNix","Moops donation 3 of 3",1,nil,,"Shadowfen Treasure Map V",|H0:item:43671:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:55:05,"@CalystaNix","Moops donation 3 of 3",1,nil,,"Stonefalls Treasure Map III",|H0:item:43657:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:55:05,"@CalystaNix","Moops donation 3 of 3",1,nil,,"Stormhaven Treasure Map I",|H0:item:43601:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:55:05,"@CalystaNix","Moops donation 3 of 3",1,nil,,"Stros M'Kai Treasure Map I",|H0:item:43691:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:20,"@CalystaNix","Moops donation 2 of 3",1,nil,,"Eastmarch Treasure Map I",|H0:item:43673:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:20,"@CalystaNix","Moops donation 2 of 3",1,nil,,"Glenumbra Treasure Map VI",|H0:item:43526:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:20,"@CalystaNix","Moops donation 2 of 3",1,nil,,"Greenshade Treasure Map III",|H0:item:43639:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:20,"@CalystaNix","Moops donation 2 of 3",1,nil,,"Greenshade Treasure Map IV",|H0:item:43640:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:20,"@CalystaNix","Moops donation 2 of 3",1,nil,,"Khenarthi's Roost Treasure Map III",|H0:item:43697:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:20,"@CalystaNix","Moops donation 2 of 3",1,nil,,"Reaper's March Treasure Map I",|H0:item:43649:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:08,"@CalystaNix","Moops donation 1 of 3",1,nil,,"Alik'r Treasure Map II",|H0:item:43614:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:08,"@CalystaNix","Moops donation 1 of 3",1,nil,,"Alik'r Treasure Map VI",|H0:item:43618:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:08,"@CalystaNix","Moops donation 1 of 3",1,nil,,"Auridon Treasure Map III",|H0:item:43627:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:08,"@CalystaNix","Moops donation 1 of 3",1,nil,,"Auridon Treasure Map IV",|H0:item:43628:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:08,"@CalystaNix","Moops donation 1 of 3",1,nil,,"Bangkorai Treasure Map I",|H0:item:43619:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T18:54:08,"@CalystaNix","Moops donation 1 of 3",1,nil,,"Bleakrock Treasure Map I",|H0:item:43699:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T15:40:58,"@GenerationHate","Auction items",1,nil,,"Sealed Blacksmithing Writ",|H0:item:119563:6:1:0:0:0:69:188:4:81:8:43:0:0:0:0:0:0:0:0:61500|h|h
2018-07-13T15:40:58,"@GenerationHate","Auction items",1,nil,,"Sealed Clothier Writ",|H0:item:121532:6:1:0:0:0:32:194:5:208:25:8:0:0:0:0:0:0:0:0:936000|h|h
2018-07-13T15:40:58,"@GenerationHate","Auction items",1,nil,,"Sealed Clothier Writ",|H0:item:119694:6:1:0:0:0:29:194:4:325:15:28:0:0:0:0:0:0:0:0:72000|h|h
2018-07-13T15:40:58,"@GenerationHate","Auction items",1,nil,,"Sealed Woodworking Writ",|H0:item:119682:6:1:0:0:0:65:192:4:82:14:19:0:0:0:0:0:0:0:0:53813|h|h
2018-07-13T15:40:58,"@GenerationHate","Auction items",1,nil,,"Sealed Woodworking Writ",|H0:item:119682:6:1:0:0:0:65:192:4:177:16:11:0:0:0:0:0:0:0:0:59125|h|h
2018-07-13T15:40:58,"@GenerationHate","Auction items",1,nil,,"Sealed Enchanting Writ",|H0:item:121528:6:1:0:0:0:45872:225:5:0:0:0:0:0:0:0:0:0:0:0:66000|h|h
2018-07-13T15:40:36,"@GenerationHate","Auction items",1,nil,,"Sealed Blacksmithing Writ",|H0:item:121529:6:1:0:0:0:47:188:5:75:25:30:0:0:0:0:0:0:0:0:1222650|h|h
2018-07-13T15:40:36,"@GenerationHate","Auction items",1,nil,,"Sealed Blacksmithing Writ",|H0:item:119680:6:1:0:0:0:47:188:4:208:25:57:0:0:0:0:0:0:0:0:160875|h|h
2018-07-13T15:40:36,"@GenerationHate","Auction items",1,nil,,"Sealed Blacksmithing Writ",|H0:item:119563:6:1:0:0:0:68:188:4:44:3:1:0:0:0:0:0:0:0:0:51250|h|h
2018-07-13T15:40:36,"@GenerationHate","Auction items",1,nil,,"Sealed Blacksmithing Writ",|H0:item:119680:6:1:0:0:0:44:188:4:242:18:48:0:0:0:0:0:0:0:0:72000|h|h
2018-07-13T15:40:36,"@GenerationHate","Auction items",1,nil,,"Sealed Blacksmithing Writ",|H0:item:119563:6:1:0:0:0:62:188:4:37:5:27:0:0:0:0:0:0:0:0:57000|h|h
2018-07-13T15:40:36,"@GenerationHate","Auction items",1,nil,,"Sealed Blacksmithing Writ",|H0:item:119680:6:1:0:0:0:46:188:4:73:14:12:0:0:0:0:0:0:0:0:60500|h|h
2018-07-13T14:01:37,"@Bowsgt","T. Maps for Auction",1,nil,,"Bleakrock Treasure Map II",|H0:item:43700:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T14:01:37,"@Bowsgt","T. Maps for Auction",1,nil,,"Malabal Tor Treasure Map I",|H0:item:43643:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T14:01:37,"@Bowsgt","T. Maps for Auction",1,nil,,"Malabal Tor Treasure Map III",|H0:item:43645:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T14:01:37,"@Bowsgt","T. Maps for Auction",1,nil,,"Summerset Treasure Map II",|H0:item:43749:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T14:01:37,"@Bowsgt","T. Maps for Auction",1,nil,,"The Rift Treasure Map VI",|H0:item:43684:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T14:01:37,"@Bowsgt","T. Maps for Auction",1,nil,,"Vvardenfell Treasure Map VI",|H0:item:43742:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T10:49:19,"@majulook","Auction Stuff",1,nil,,"Recipe: Honest Lassie Honey Tea",|H0:item:68226:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T10:49:19,"@majulook","Auction Stuff",1,nil,,"Recipe: Late Hearthfire Vegetable Tart",|H0:item:68206:4:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T10:49:19,"@majulook","Auction Stuff",1,nil,,"Recipe: Psijic Sage's Mazte",|H0:item:57075:4:50:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T10:49:19,"@majulook","Auction Stuff",1,nil,,"Recipe: Saint Pelin's Tawny Port",|H0:item:57071:4:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
2018-07-13T10:49:19,"@majulook","Auction Stuff",1,nil,,"Recipe: Sweet Horker Stew",|H0:item:57007:4:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0|h|h
